Unnamed: 0,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
8621,Air_India,AI-9887,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.17,43,3488
8622,Indigo,6E-2042,Delhi,Night,one,Early_Morning,Mumbai,Economy,9.58,43,3549
8623,Indigo,6.00E-181,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.83,43,3553
8624,Indigo,6E-607,Delhi,Night,one,Morning,Mumbai,Economy,10.17,43,3553
8625,Indigo,6E-2168,Delhi,Evening,one,Night,Mumbai,Economy,4.42,43,3631
8626,AirAsia,I5-747,Delhi,Evening,one,Late_Night,Mumbai,Economy,5.58,43,3733
8627,AirAsia,I5-747,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.25,43,3733
8628,Vistara,UK-627,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,26.67,43,4170
8629,Air_India,AI-544,Delhi,Evening,one,Night,Mumbai,Economy,6.67,43,3831
8630,Air_India,AI-542,Delhi,Morning,one,Night,Mumbai,Economy,14.17,43,3831
8631,Air_India,AI-560,Delhi,Morning,one,Night,Mumbai,Economy,15.75,43,3831
8632,Air_India,AI-839,Delhi,Night,one,Night,Mumbai,Economy,26.5,43,3831
8633,Air_India,AI-429,Delhi,Morning,one,Evening,Mumbai,Economy,7.25,43,3855
8634,Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.0,43,3855
8635,Air_India,AI-540,Delhi,Night,one,Morning,Mumbai,Economy,11.42,43,3855
8636,Air_India,AI-537,Delhi,Evening,one,Morning,Mumbai,Economy,15.83,43,3855
8637,Air_India,AI-540,Delhi,Night,one,Evening,Mumbai,Economy,21.58,43,3855
8638,Air_India,AI-429,Delhi,Morning,one,Morning,Mumbai,Economy,22.25,43,3855
8639,Air_India,AI-439,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.0,43,3855
8640,Air_India,AI-537,Delhi,Evening,one,Evening,Mumbai,Economy,26.0,43,3855
8641,SpiceJet,SG-339,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,21.08,43,3977
8642,Vistara,UK-637,Delhi,Evening,one,Night,Mumbai,Economy,4.42,43,4381
8643,Vistara,UK-706,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,43,4381
8644,Vistara,UK-637,Delhi,Evening,one,Morning,Mumbai,12345,18.33,43,4381
8645,Vistara,UK-706,Delhi,Afternoon,one,Morning,Mumbai,Economy,21.83,43,4381
8646,Air_India,AI-471,Delhi,Afternoon,one,Evening,Mumbai,Economy,4.58,43,
8647,Air_India,AI-481,Delhi,Morning,one,Night,Mumbai,Economy,14.75,43,4161
8648,SpiceJet,SG-3002,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,43,4197
8649,Indigo,6E-926,Delhi,Evening,one,Night,Mumbai,Economy,4.92,43,4212
8650,Air_India,AI-469,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.17,43,4233
8651,Air_India,AI-531,Delhi,Evening,one,Night,Mumbai,Economy,24.75,43,4317
8652,Vistara,UK-833,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.33,43,4691
8653,Vistara,UK-833,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.42,43,4691
8654,Vistara,UK-683,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.58,43,
8655,Indigo,6E-6202,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,43,4479
8656,SpiceJet,SG-2277,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.75,43,4581
8657,Vistara,UK-673,Delhi,Afternoon,one,Evening,Mumbai,Economy,5.0,43,4968
8658,Vistara,UK-839,Delhi,Afternoon,one,Night,Mumbai,Economy,9.08,43,5040
8659,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,13.08,43,5040
8660,Vistara,UK-837,Delhi,Evening,one,Morning,Mumbai,Economy,15.58,43,5040
8661,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,15.75,43,5040
8662,Vistara,UK-837,Delhi,Evening,one,Morning,Mumbai,Economy,18.25,43,5040
8663,Vistara,UK-835,Delhi,Evening,one,Afternoon,Mumbai,Economy,18.58,43,5040
8664,AirAsia,I5-784,Delhi,Evening,one,Late_Night,Mumbai,Economy,8.5,43,4867
8665,AirAsia,I5-784,Delhi,Evening,one,Early_Morning,Mumbai,Economy,15.17,43,4867
8666,Vistara,UK-879,Delhi,Evening,one,Night,Mumbai,Economy,5.33,43,5227
8667,Vistara,UK-829,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.0,43,5227
8668,Vistara,UK-899,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,43,5227
8669,Vistara,UK-859,Delhi,Morning,one,Night,Mumbai,Economy,12.58,43,5227
8670,Vistara,UK-871,Delhi,Night,one,Morning,Mumbai,Economy,13.42,43,5227
8671,Vistara,UK-829,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.5,43,5227
8672,Vistara,UK-879,Delhi,Evening,one,Morning,Mumbai,Economy,16.33,43,5227
8673,Vistara,UK-871,Delhi,Night,one,Afternoon,Mumbai,Economy,17.92,43,5227
8674,Vistara,UK-899,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.25,43,5227
8675,Vistara,UK-879,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,43,5227
8676,Air_India,AI-473,Delhi,Evening,one,Evening,Mumbai,Economy,22.75,43,5026
8677,GO_FIRST,G8-211,Delhi,Morning,one,Afternoon,Mumbai,Economy,6.75,43,5087
8678,GO_FIRST,G8-2509,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,43,5087
8679,GO_FIRST,G8-211,Delhi,Morning,one,Night,Mumbai,Economy,11.33,43,5087
8680,GO_FIRST,G8-2609,Delhi,Night,one,Morning,Mumbai,Economy,11.83,43,5087
8681,GO_FIRST,G8-1404,Delhi,Morning,one,Evening,Mumbai,Economy,7.08,43,5186
8682,AirAsia,I5-775,Delhi,Afternoon,one,Late_Night,Mumbai,Economy,14.08,43,5230
8683,Air_India,AI-411,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.33,43,5231
8684,Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.0,43,5360
8685,Air_India,AI-877,Delhi,Morning,one,Evening,Mumbai,Economy,6.42,43,5446
8686,Air_India,AI-465,Delhi,Evening,one,Night,Mumbai,Economy,6.25,43,5507
8687,Air_India,AI-512,Delhi,Afternoon,one,Night,Mumbai,Economy,8.92,43,5507
8688,Air_India,AI-883,Delhi,Night,one,Morning,Mumbai,Economy,10.33,43,5525
8689,Air_India,AI-883,Delhi,Night,one,Evening,Mumbai,Economy,18.58,43,5525
8690,Vistara,UK-855,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.08,43,5907
8691,GO_FIRST,G8-7553,Delhi,Afternoon,one,Night,Mumbai,Economy,7.08,43,5600
8692,GO_FIRST,G8-237,Delhi,Afternoon,one,Night,Mumbai,Economy,9.25,43,5600
8693,Air_India,AI-767,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,43,5702
8694,Air_India,AI-401,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.25,43,5702
8695,Air_India,AI-502,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,43,5761
8696,SpiceJet,SG-8483,Delhi,Evening,one,Early_Morning,Mumbai,Economy,13.25,43,5761
8697,Air_India,AI-803,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.92,43,5761
8698,Air_India,AI-502,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.08,43,5761
8699,GO_FIRST,G8-194,Delhi,Night,one,Early_Morning,Mumbai,Economy,11.25,43,5806
8700,Air_India,AI-762,Delhi,Night,one,Afternoon,Mumbai,Economy,16.17,43,5810
8701,Air_India,AI-764,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,43,5810
8702,Air_India,AI-483,Delhi,Evening,one,Evening,Mumbai,Economy,23.92,43,5852
8703,Air_India,AI-409,Delhi,Morning,one,Evening,Mumbai,Economy,7.25,43,5927
8704,Vistara,UK-811,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.5,43,6296
8705,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,5.75,43,6296
8706,Vistara,UK-813,Delhi,Evening,one,Night,Mumbai,Economy,5.83,43,6296
8707,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,6.0,43,6296
8708,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,6.5,43,6296
8709,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,7.33,43,6296
8710,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,43,6296
8711,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,9.17,43,6296
8712,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.17,43,6296
8713,Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Economy,11.58,43,6296
8714,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.67,43,6296
8715,GO_FIRST,G8-2403,Delhi,Morning,one,Evening,Mumbai,Economy,8.0,43,5958
8716,GO_FIRST,G8-2401,Delhi,Morning,one,Evening,Mumbai,Economy,8.0,43,5958
8717,GO_FIRST,G8-113,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.58,43,6146
8718,Air_India,AI-506,Delhi,Morning,one,Night,Mumbai,Economy,11.33,43,6181
8719,Air_India,AI-807,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,43,6181
8720,Air_India,AI-506,Delhi,Morning,one,Morning,Mumbai,Economy,22.83,43,6181
8721,Air_India,AI-451,Delhi,Afternoon,one,Night,Mumbai,Economy,9.17,43,6312
8722,Air_India,AI-9609,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.25,43,6339
8723,GO_FIRST,G8-119,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.67,43,6368
8724,Air_India,AI-885,Delhi,Morning,one,Evening,Mumbai,Economy,5.67,43,6470
8725,Air_India,AI-406,Delhi,Morning,one,Afternoon,Mumbai,Economy,5.42,43,6690
8726,Air_India,AI-885,Delhi,Morning,one,Night,Mumbai,Economy,11.5,43,6690
8727,Air_India,AI-453,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8.83,43,6724
8728,Air_India,AI-479,Delhi,Night,one,Afternoon,Mumbai,Economy,17.75,43,6724
8729,Indigo,6E-6722,Delhi,Night,zero,Night,Mumbai,Economy,2.25,43,6937
8730,Vistara,UK-705,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.5,43,7575
8731,Vistara,UK-707,Delhi,Evening,one,Night,Mumbai,Economy,6.0,43,7575
8732,AirFrance,UK-747,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.5,43,7575
8733,Vistara,UK-737,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,43,7575
8734,Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.83,43,7575
8735,Vistara,UK-747,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.83,43,7575
8736,Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16.0,43,7575
8737,Vistara,UK-727,Delhi,Night,one,Afternoon,Mumbai,Economy,16.5,43,7575
8738,Vistara,UK-747,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.0,43,7575
8739,GO_FIRST,G8-7541,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.08,43,7234
8740,GO_FIRST,G8-165,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8.0,43,7234
8741,GO_FIRST,G8-101,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.5,43,7469
8742,GO_FIRST,G8-103,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.33,43,7469
8743,Air_India,AI-801,Delhi,Evening,one,Night,Mumbai,Economy,29.33,43,8789
8744,Air_India,AI-9017,Delhi,Morning,one,Afternoon,Mumbai,Economy,6.0,43,8895
8745,GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,7.5,43,10087
8746,GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,8.83,43,10087
8747,GO_FIRST,G8-191,Delhi,Morning,one,Evening,Mumbai,Economy,8.92,43,11291
8748,GO_FIRST,G8-266,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.75,43,11291
8749,GO_FIRST,G8-213,Delhi,Morning,one,Evening,Mumbai,Economy,6.33,43,12657
8750,Vistara,UK-975,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,44,2476
8751,Vistara,UK-953,Delhi,Night,zero,Night,Mumbai,Economy,2.17,44,2476
8752,Vistara,UK-981,Delhi,Night,zero,Night,Mumbai,Economy,2.17,44,2476
8753,Vistara,UK-927,Delhi,Morning,zero,Morning,Mumbai,Economy,2.08,44,2700
8754,Vistara,UK-993,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.17,44,2700
8755,Vistara,UK-951,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,44,2700
8756,Vistara,UK-933,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,44,2700
8757,Vistara,UK-985,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,44,2700
8758,Vistara,UK-995,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,44,2700
8759,Vistara,UK-945,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,44,2700
8760,GO_FIRST,G8-7533,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.08,44,2410
8761,GO_FIRST,G8-7534,Delhi,Afternoon,zero,Evening,Mumbai,12345,2.08,44,2410
8762,GO_FIRST,G8-7535,Delhi,Evening,zero,Evening,Mumbai,Economy,2.08,44,2410
8763,Indigo,6.00E-171,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.17,44,2410
8764,AirAsia,I5-764,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,44,2410
8765,Indigo,6E-2054,Paris,Early_Morning,zero,Morning,Mumbai,Economy,2.17,44,2410
8766,GO_FIRST,G8-530,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,44,2410
8767,Indigo,6E-5001,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,44,2410
8768,GO_FIRST,G8-334,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,44,2410
8769,Indigo,6E-5329,Delhi,Morning,zero,Morning,Mumbai,Economy,2.17,44,2410
8770,GO_FIRST,G8-354,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,44,2410
8771,Indigo,6E-2137,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,44,2410
8772,GO_FIRST,G8-2501,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.25,44,2410
8773,GO_FIRST,G8-336,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,44,2410
8774,GO_FIRST,G8-392,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,44,2410
8775,GO_FIRST,G8-346,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,44,2410
8776,AirAsia,I5-482,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,44,2410
8777,Indigo,6E-6261,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,44,2410
8778,GO_FIRST,G8-330,Delhi,Night,zero,Night,Mumbai,12345,2.25,44,2410
8779,Indigo,6E-6278,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,44,2410
8780,GO_FIRST,G8-338,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,44,2410
8781,Indigo,6.00E-218,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,44,2410
8782,GO_FIRST,G8-323,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,44,2410
8783,Indigo,6E-2081,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.42,44,2410
8784,AirAsia,I5-773,Delhi,Evening,one,Late_Night,Mumbai,Economy,6.42,44,2409
8785,AirAsia,I5-881,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8.75,44,2409
8786,AirAsia,I5-721,Delhi,Night,one,Early_Morning,Mumbai,Economy,10.5,44,2409
8787,AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11.0,44,2409
8788,AirAsia,I5-773,Delhi,Evening,one,Early_Morning,Mumbai,12345,11.67,44,2409
8789,AirAsia,I5-740,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.58,44,2409
8790,AirAsia,I5-798,Delhi,Afternoon,one,Late_Night,Mumbai,Economy,13.75,44,2409
8791,AirAsia,I5-775,Delhi,Afternoon,one,Late_Night,Mumbai,Economy,14.08,44,2409
8792,AirAsia,I5-788,Delhi,Night,one,Afternoon,Mumbai,Economy,14.25,44,2409
8793,AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Mumbai,Economy,15.0,44,2409
8794,Indigo,6E-2193,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.83,44,2410
8795,Indigo,6.00E-184,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.17,44,2410
8796,Indigo,6E-2168,Delhi,Evening,one,Night,Mumbai,Economy,4.42,44,2410
8797,Indigo,6E-2102,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.08,44,2410
8798,Indigo,6E-2092,Delhi,Evening,one,Night,Mumbai,Economy,5.33,44,2410
8799,Indigo,6E-2083,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.42,44,2410
8800,Indigo,6E-2373,Delhi,Afternoon,one,Evening,Mumbai,Economy,6.0,44,2410
8801,Indigo,6E-865,Delhi,Afternoon,one,Evening,Mumbai,Economy,6.08,44,2410
8802,Indigo,6.00E-152,Delhi,Morning,one,Evening,Mumbai,Economy,7.67,44,2410
8803,Indigo,6E-2338,Delhi,Afternoon,one,Night,Mumbai,Economy,8.0,44,2410
8804,Indigo,6E-2154,Delhi,Morning,one,Evening,Mumbai,Economy,8.33,44,2410
8805,Indigo,6E-2193,Delhi,Afternoon,one,Night,Mumbai,Economy,8.33,44,2410
8806,Indigo,6E-7403,Delhi,Early_Morning,one,Evening,Mumbai,Economy,8.67,44,2410
8807,Indigo,6E-5018,Delhi,Afternoon,one,Night,Mumbai,Economy,10.33,44,2410
8808,SpiceJet,SG-8709,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,44,2456
8809,SpiceJet,SG-8803,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,44,2456
8810,SpiceJet,SG-8157,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,44,2456
8811,SpiceJet,SG-8169,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,44,2456
8812,Air_India,AI-868,Delhi,Evening,zero,Evening,Mumbai,Economy,2.0,44,2476
8813,Air_India,AI-887,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.08,44,2476
8814,Air_India,AI-665,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,44,2476
8815,Air_India,AI-865,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,44,9999999
8816,Air_India,AI-805,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,44,2476
8817,Air_India,AI-678,Delhi,Morning,zero,Morning,Mumbai,Economy,2.25,44,2476
8818,Air_India,AI-624,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,44,2476
8819,Air_India,AI-636,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.5,44,2476
8820,Air_India,AI-441,Delhi,Evening,one,Night,Mumbai,Economy,3.75,44,2476
8821,Indigo,6E-2046,Delhi,Evening,zero,Evening,Mumbai,Economy,2.17,44,3001
8822,Indigo,6E-5041,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,44,3001
8823,Indigo,6E-5328,Delhi,Morning,zero,Morning,Mumbai,Economy,2.5,44,3001
8824,Vistara,UK-943,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,44,3100
8825,Vistara,UK-977,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,44,3100
8826,Vistara,UK-963,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,44,3100
8827,Vistara,UK-941,Delhi,Evening,zero,Evening,Mumbai,Economy,2.33,44,3100
8828,Vistara,UK-955,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,44,not available
8829,Indigo,6E-2154,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.08,44,2844
8830,Indigo,6E-2097,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.58,44,2844
8831,Indigo,6.00E-282,Delhi,Morning,two_or_more,Evening,Mumbai,Economy,9.67,44,2949
8832,AirAsia,I5-747,Delhi,Evening,one,Late_Night,Mumbai,Economy,5.58,44,3102
8833,AirAsia,I5-747,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.25,44,3102
8834,Indigo,6E-6202,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,44,3570
8835,Indigo,6E-549,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,44,3570
8836,Indigo,6E-573,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,44,3570
8837,Indigo,6E-6722,Delhi,Night,zero,Night,Mumbai,Economy,2.25,44,3570
8838,Air_India,AI-9843,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,44,3291
8839,GO_FIRST,G8-717,Delhi,Evening,one,Night,Mumbai,Economy,4.75,44,3330
8840,GO_FIRST,G8-713,Delhi,Evening,one,Late_Night,Mumbai,Economy,6.08,44,3330
8841,GO_FIRST,G8-717,Delhi,Evening,one,Late_Night,Mumbai,Economy,9.33,44,3330
8842,SpiceJet,SG-2976,Delhi,Evening,one,Night,Mumbai,Economy,4.5,44,3371
8843,SpiceJet,SG-2976,Delhi,Evening,one,Morning,Mumbai,Economy,14.42,44,3371
8844,Indigo,6.00E-181,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.83,44,3553
8845,Air_India,AI-491,Delhi,Morning,one,Afternoon,Mumbai,Economy,3.92,44,3554
8846,Air_India,AI-839,Delhi,Night,one,Early_Morning,Mumbai,Economy,9.75,44,3831
8847,Air_India,AI-839,Paris,Night,one,Morning,Mumbai,Economy,12.25,44,3831
8848,Air_India,AI-542,Delhi,Morning,one,Night,Mumbai,Economy,14.17,44,3831
8849,Air_India,AI-560,Delhi,Morning,one,Night,Mumbai,Economy,15.75,44,3831
8850,Air_India,AI-542,Delhi,Morning,one,Early_Morning,Mumbai,Economy,21.42,44,3831
8851,Air_India,AI-560,Delhi,Morning,one,Early_Morning,Mumbai,Economy,23.0,44,3831
8852,Air_India,AI-542,Delhi,Morning,one,Morning,Mumbai,Economy,23.92,44,3831
8853,Air_India,AI-560,Delhi,Morning,one,Morning,Mumbai,Economy,25.5,44,not available
8854,Air_India,AI-839,Delhi,Night,one,Night,Mumbai,Economy,25.92,44,3831
8855,Air_India,AI-429,Delhi,Morning,one,Evening,Mumbai,Economy,8.42,44,3855
8856,Air_India,AI-540,Delhi,Night,one,Morning,Mumbai,Economy,11.42,44,3855
8857,Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,12.17,44,3855
8858,Air_India,AI-537,Delhi,Evening,one,Morning,Mumbai,Economy,15.83,44,3855
8859,Air_India,AI-540,Delhi,Night,one,Evening,Mumbai,Economy,20.42,44,3855
8860,Air_India,AI-429,Delhi,Morning,one,Morning,Mumbai,Economy,22.25,44,3855
8861,Air_India,AI-537,Delhi,Evening,one,Evening,Mumbai,Economy,24.83,44,3855
8862,Air_India,AI-439,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.0,44,3855
8863,Air_India,AI-531,Delhi,Evening,one,Night,Mumbai,Economy,25.25,44,3897
8864,Indigo,6E-926,Delhi,Evening,one,Night,Mumbai,Economy,4.92,44,3911
8865,Air_India,AI-9643,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,44,4023
8866,Vistara,UK-637,Delhi,Evening,one,Morning,Mumbai,Economy,17.83,44,4381
8867,Vistara,UK-706,Delhi,Afternoon,one,Morning,Mumbai,Economy,21.33,44,4381
8868,Air_India,AI-471,Delhi,Afternoon,one,Evening,Mumbai,Economy,4.58,44,4107
8869,Air_India,AI-435,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.5,44,4161
8870,SpiceJet,SG-3002,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,44,4197
8871,Air_India,AI-469,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.83,44,4233
8872,Vistara,UK-833,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.33,44,4691
8873,Vistara,UK-833,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.42,44,4691
8874,Indigo,6E-369,Delhi,Night,one,Early_Morning,Mumbai,Economy,10.0,44,4373
8875,Vistara,UK-673,Delhi,Afternoon,one,Evening,Mumbai,Economy,5.0,44,4968
8876,Vistara,UK-839,Delhi,Afternoon,one,Night,Mumbai,Economy,9.08,44,5040
8877,Vistara,UK-837,Delhi,Evening,one,Morning,Mumbai,Economy,15.58,44,5040
8878,Vistara,UK-837,Delhi,Evening,one,Morning,Mumbai,Economy,18.25,44,5040
8879,Vistara,UK-839,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.5,44,5040
8880,Vistara,UK-837,Delhi,Evening,one,Afternoon,Mumbai,Economy,21.08,44,5040
8881,Air_India,AI-544,Delhi,Evening,one,Night,Mumbai,Economy,6.67,44,4748
8882,GO_FIRST,G8-1404,Delhi,Morning,one,Evening,Mumbai,Economy,7.08,44,4793
8883,Vistara,UK-879,Delhi,Evening,one,Night,Mumbai,Economy,5.33,44,5227
8884,Vistara,UK-829,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.0,44,5227
8885,Vistara,UK-899,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,44,5227
8886,Vistara,UK-859,Delhi,Morning,one,Night,Mumbai,Economy,12.58,44,5227
8887,Vistara,UK-871,Delhi,Night,one,Morning,Mumbai,Economy,13.42,44,5227
8888,Vistara,UK-829,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.5,44,5227
8889,Vistara,UK-879,Delhi,Evening,one,Morning,Mumbai,Economy,16.33,44,5227
8890,Vistara,UK-871,Delhi,Night,one,Afternoon,Mumbai,Economy,17.92,44,5227
8891,Vistara,UK-899,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.25,44,5227
8892,Vistara,UK-859,Delhi,Morning,one,Morning,Mumbai,Economy,23.58,44,5227
8893,Air_India,AI-406,Delhi,Morning,one,Afternoon,Mumbai,Economy,5.42,44,4926
8894,Air_India,AI-401,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.25,44,4939
8895,Air_India,AI-762,Delhi,Night,one,Afternoon,Mumbai,Economy,16.17,44,4939
8896,Air_India,AI-764,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,44,-5
8897,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,13.08,44,5355
8898,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,15.75,44,5355
8899,Vistara,UK-835,Delhi,Evening,one,Afternoon,Mumbai,Economy,18.58,44,5355
8900,Vistara,UK-637,Delhi,Evening,one,Night,Mumbai,Economy,4.42,44,5364
8901,Vistara,UK-706,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,44,5364
8902,GO_FIRST,G8-2609,Delhi,Night,one,Morning,Mumbai,Economy,11.17,44,5087
8903,AirAsia,I5-784,Delhi,Evening,one,Late_Night,Mumbai,Economy,8.5,44,5230
